_id,date,type,userName,amount,description,products[0].SKU,products[1].SKU,products[2].SKU,products[0].heb,products[0].Inventory,products[1].Inventory,products[2].Inventory,products[0][0].Inventory,products[0][1].Inventory,products[0][2].Inventory,products[0][3].Inventory,products[0][4].Inventory,products[0][5].Inventory,products[0][6].Inventory,products[0][7].Inventory,products[0][8].Inventory,products[0][9].Inventory,products[0][10].Inventory,products[0][11].Inventory,products[0][12].Inventory,products[0][13].Inventory,products[0][14].Inventory,products[0][15].Inventory,products[0][16].Inventory,products[0][17].Inventory,products[0][18].Inventory,products[0][19].Inventory,products[0][20].Inventory,products[0][21].Inventory,products[0][22].Inventory,products[0][23].Inventory,products[0][0].SKU,products[0][1].SKU,products[0][2].SKU,products[0][3].SKU,products[0][4].SKU,products[0][5].SKU,products[0][6].SKU,products[0][7].SKU,products[0][8].SKU,products[0][9].SKU,products[0][10].SKU,products[0][11].SKU,products[0][12].SKU,products[0][13].SKU,products[0][14].SKU,products[0][15].SKU,products[0][16].SKU,products[0][17].SKU,products[0][18].SKU,products[0][19].SKU,products[0][20].SKU,products[0][21].SKU,products[0][22].SKU,products[0][23].SKU,products[0]._id,products[1]._id,products[2]._id,products[0].Description-Heb,products[1].Description-Heb,products[2].Description-Heb,products[0].Description-Eng,products[1].Description-Eng,products[2].Description-Eng,products[0].Cost,products[1].Cost,products[2].Cost,products[0].Price,products[1].Price,products[2].Price,products[0].USDPrice,products[1].USDPrice,products[2].USDPrice,products[0].MinimumLevel,products[1].MinimumLevel,products[2].MinimumLevel,products[0].LastUpdate,products[1].LastUpdate,products[2].LastUpdate,products[0].Location,products[1].Location,products[2].Location,SKUs[0],SKUs[1],SKUs[2],SKUs[3],SKUs[4],SKUs[5],SKUs[6],SKUs[7],SKUs[8],SKUs[9],SKUs[10],SKUs[11],SKUs[12],SKUs[13],SKUs[14],SKUs[15],SKUs[16],SKUs[17],SKUs[18],SKUs[19],SKUs[20],SKUs[21],SKUs[22],SKUs[23],products[0].SortOrder,products[1].SortOrder,products[2].SortOrder
65ba3645fe8532a20cb1e158,2024-01-31T12:00:05.640Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3645fe8532a20cb1e159,2024-01-31T12:00:05.808Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3645fe8532a20cb1e15a,2024-01-31T12:00:05.960Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e15b,2024-01-31T12:00:06.126Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e15c,2024-01-31T12:00:06.276Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e15d,2024-01-31T12:00:06.433Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e15e,2024-01-31T12:00:06.583Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e15f,2024-01-31T12:00:06.739Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3646fe8532a20cb1e160,2024-01-31T12:00:06.892Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e161,2024-01-31T12:00:07.048Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e162,2024-01-31T12:00:07.199Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e163,2024-01-31T12:00:07.356Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e164,2024-01-31T12:00:07.507Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e165,2024-01-31T12:00:07.665Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e166,2024-01-31T12:00:07.816Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3647fe8532a20cb1e167,2024-01-31T12:00:07.972Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e168,2024-01-31T12:00:08.123Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e169,2024-01-31T12:00:08.279Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e16a,2024-01-31T12:00:08.458Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e16b,2024-01-31T12:00:08.617Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e16c,2024-01-31T12:00:08.771Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3648fe8532a20cb1e16d,2024-01-31T12:00:08.933Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e16e,2024-01-31T12:00:09.084Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e16f,2024-01-31T12:00:09.246Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e170,2024-01-31T12:00:09.394Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e171,2024-01-31T12:00:09.558Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e172,2024-01-31T12:00:09.708Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba3649fe8532a20cb1e173,2024-01-31T12:00:09.865Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e174,2024-01-31T12:00:10.015Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e175,2024-01-31T12:00:10.176Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e176,2024-01-31T12:00:10.327Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e177,2024-01-31T12:00:10.485Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e178,2024-01-31T12:00:10.635Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364afe8532a20cb1e179,2024-01-31T12:00:10.791Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17a,2024-01-31T12:00:11.006Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17b,2024-01-31T12:00:11.162Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17c,2024-01-31T12:00:11.311Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17d,2024-01-31T12:00:11.469Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17e,2024-01-31T12:00:11.621Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e17f,2024-01-31T12:00:11.778Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364bfe8532a20cb1e180,2024-01-31T12:00:11.928Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e181,2024-01-31T12:00:12.088Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e182,2024-01-31T12:00:12.241Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e183,2024-01-31T12:00:12.398Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e184,2024-01-31T12:00:12.549Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e185,2024-01-31T12:00:12.706Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364cfe8532a20cb1e186,2024-01-31T12:00:12.859Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e187,2024-01-31T12:00:13.015Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e188,2024-01-31T12:00:13.165Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e189,2024-01-31T12:00:13.323Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e18a,2024-01-31T12:00:13.470Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e18b,2024-01-31T12:00:13.627Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e18c,2024-01-31T12:00:13.784Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364dfe8532a20cb1e18d,2024-01-31T12:00:13.947Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e18e,2024-01-31T12:00:14.099Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e18f,2024-01-31T12:00:14.256Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e190,2024-01-31T12:00:14.416Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e191,2024-01-31T12:00:14.582Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e192,2024-01-31T12:00:14.735Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364efe8532a20cb1e193,2024-01-31T12:00:14.901Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364ffe8532a20cb1e194,2024-01-31T12:00:15.052Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364ffe8532a20cb1e195,2024-01-31T12:00:15.209Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364ffe8532a20cb1e196,2024-01-31T12:00:15.360Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
65ba364ffe8532a20cb1e197,2024-01-31T12:00:15.516Z,Updated 10000000001 in bulk update,gilad,1,Updated 10000000001 - Inventory: 23 - Location: A-120,10000000001,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-120,,,10000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
